group_name,group_id,survey_name,survey_id,status_code
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,1.0_LINC Co-design_LINC_Instructors_Pre-FG,SV_0GqpeVziawvGu2i,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,1.1_Cohort_1_LINC Co-design_Participants_Baseline,SV_6zzVDpauIu3tiyq,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,1.2_Cohort_1_LINC_Co-design_Participants_Exit,SV_aaul0SmEqCJhnbo,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,1.3_Cohort_1_LINC_Co-design_Participants_3-month-follow-up,SV_4ViYLUFVgY3t8nI,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,1.4_Cohort_1_LINC_Co-design_Participants_6-month-follow-up,SV_3OhBPqaIF2BJ3WC,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,2.0 Linc Engage Phase II - Exit,SV_9AITztFC4crF4pg,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,3.0 Linc Engage Phase II - Follow-up,SV_afshoFYv9FgCkdM,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,LINC Engage Entry Interview,SV_aaUM3OZbh6OYbyd,401
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Entry Interview REVISED,SV_9SOspaaveIXcmDH,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Feedback Survey,SV_9sG3Udl41rk1hOZ,401
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Feedback Survey - V2,SV_5jBVoxtk28Z8BWl,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,LINC Engage Follow-up Survey (fifth reunion),SV_0Sxrc0OWuzT3LbE,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Follow-up Survey (first reunion),SV_9uI2lioIlS2uwzr,401
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,LINC Engage Follow-up Survey (fourth reunion),SV_1U30RLIOMIku5Br,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,LINC Engage Follow-up Survey (second reunion),SV_2fNxntSNXK57isJ,401
